queue_ahead,daily_caller,hour,minute,day_of_week,wait_length
0,81,12,23,0,0
0,82,12,25,0,0
0,83,12,25,0,0
0,84,12,31,0,0
0,85,12,39,0,0
0,86,12,47,0,0
0,87,12,47,0,0
0,88,12,53,0,0
0,89,12,55,0,0
0,90,13,2,0,0
0,91,13,3,0,0
0,92,13,3,0,0
0,93,13,9,0,0
0,94,13,11,0,0
0,95,13,13,0,0
0,96,13,19,0,0
0,97,13,23,0,0
0,98,13,39,0,0
0,99,13,43,0,0
0,100,13,43,0,0
0,101,13,50,0,0
0,102,13,51,0,0
0,103,13,53,0,0
0,104,13,56,0,0
0,105,13,57,0,0
0,106,13,58,0,0
0,107,14,6,0,0
0,108,14,8,0,0
0,109,14,10,0,0
0,110,14,14,0,0
0,111,14,14,0,0
0,112,14,15,0,0
0,113,14,22,0,0
0,114,14,32,0,0
0,115,14,34,0,0
0,116,14,39,0,0
0,117,14,40,0,0
0,118,14,42,0,0
0,119,15,5,0,0
0,120,15,6,0,0
0,121,15,8,0,0
0,122,15,9,0,0
0,123,15,11,0,0
0,124,15,14,0,0
0,125,15,28,0,0
0,126,15,28,0,0
0,127,15,28,0,0
0,128,15,32,0,0
0,129,15,35,0,0
0,130,15,43,0,0
0,131,15,47,0,0
0,132,15,50,0,0
0,133,15,55,0,0
0,134,15,55,0,0
0,135,16,0,0,0
0,136,16,0,0,0
0,137,16,2,0,0
0,138,16,6,0,0
0,139,16,7,0,0
0,140,16,8,0,0
0,141,16,13,0,0
0,142,16,15,0,0
0,143,16,17,0,0
0,144,16,25,0,0
0,145,16,26,0,0
0,146,16,37,0,0
0,147,16,38,0,0
0,148,16,39,0,0
0,149,16,48,0,0
0,150,16,49,0,0
0,151,16,52,0,0
0,152,16,54,0,0
0,153,16,55,0,0
0,154,16,58,0,0
0,155,16,59,0,0
0,156,16,59,0,0
0,157,17,7,0,0
0,158,17,13,0,0
0,159,17,14,0,0
0,160,17,17,0,0
0,161,17,24,0,0
0,162,17,25,0,0
0,163,17,28,0,0
0,164,17,29,0,0
0,165,17,31,0,0
0,166,17,45,0,0
0,169,17,52,0,0
0,1,8,0,1,0
0,2,8,0,1,0
0,3,8,5,1,0
0,4,8,5,1,0
0,5,8,5,1,0
0,6,8,6,1,0
0,7,8,7,1,115
0,8,8,11,1,0
0,9,8,16,1,0
0,10,8,24,1,0
0,11,8,27,1,0
0,12,8,31,1,0
0,13,8,34,1,0
0,14,8,38,1,0
0,15,8,41,1,0
0,16,8,43,1,0
0,17,8,45,1,0
0,18,8,54,1,0
0,19,8,58,1,0
0,20,9,15,1,0
0,21,9,19,1,0
0,22,9,28,1,0
0,23,9,29,1,0
0,24,9,31,1,0
0,25,9,31,1,0
0,26,9,32,1,0
0,27,9,34,1,0
0,28,9,37,1,0
0,29,9,41,1,0
0,30,9,43,1,0
0,31,9,55,1,0
0,32,9,57,1,0
0,33,10,7,1,0
0,34,10,18,1,0
0,35,10,23,1,0
0,36,10,34,1,0
0,37,10,37,1,0
0,38,10,48,1,0
0,39,10,48,1,0
0,40,10,48,1,0
0,41,10,51,1,0
0,42,10,54,1,0
0,43,10,55,1,0
0,44,10,57,1,0
0,45,11,1,1,0
0,46,11,2,1,0
0,47,11,2,1,0
0,48,11,7,1,0
0,49,11,9,1,0
0,50,11,20,1,0
0,51,11,26,1,0
0,52,11,28,1,0
0,53,11,31,1,0
0,54,11,32,1,0
0,55,11,43,1,0
0,56,11,46,1,0
0,57,12,2,1,0
0,58,12,7,1,0
0,59,12,7,1,0
0,60,12,9,1,0
0,61,12,14,1,0
0,62,12,14,1,0
0,63,12,17,1,0
0,64,12,18,1,0
0,65,12,29,1,0
0,66,12,30,1,0
0,67,12,33,1,0
0,68,12,36,1,0
0,69,12,40,1,0
0,70,12,53,1,0
0,71,12,54,1,0
0,72,12,56,1,0
0,73,12,57,1,106
0,74,13,1,1,0
0,75,13,2,1,0
0,76,13,2,1,0
0,77,13,3,1,0
0,78,13,12,1,0
0,79,13,12,1,0
0,80,13,16,1,0
0,81,13,18,1,0
0,82,13,20,1,0
0,83,13,24,1,0
0,84,13,26,1,0
0,85,13,28,1,0
0,86,13,28,1,0
0,87,13,32,1,8
0,88,13,36,1,0
0,89,13,37,1,0
0,90,13,48,1,0
0,91,13,52,1,0
0,92,13,59,1,0
0,93,14,4,1,0
0,94,14,9,1,0
0,95,14,19,1,0
0,96,14,21,1,0
0,97,14,25,1,0
0,98,14,26,1,0
0,99,14,39,1,0
0,100,14,41,1,0
0,101,14,47,1,0
0,102,14,49,1,0
0,103,14,50,1,0
0,104,14,53,1,0
0,105,15,8,1,0
0,106,15,12,1,0
0,107,15,20,1,0
0,108,15,24,1,0
0,109,15,25,1,0
0,110,15,28,1,0
0,111,15,35,1,0
0,112,15,42,1,0
0,113,15,50,1,0
0,114,15,52,1,0
0,115,15,56,1,0
0,116,16,2,1,0
0,117,16,8,1,0
0,118,16,12,1,0
0,119,16,13,1,0
0,120,16,23,1,0
0,121,16,24,1,0
0,122,16,25,1,0
0,123,16,26,1,0
0,124,16,29,1,0
0,125,16,34,1,0
0,126,16,34,1,0
0,127,16,35,1,0
0,128,16,38,1,0
0,129,16,42,1,0
0,130,16,47,1,0
0,131,16,51,1,0
0,132,16,53,1,0
0,133,16,56,1,0
0,134,17,3,1,0
0,135,17,4,1,0
0,136,17,4,1,0
0,137,17,8,1,0
0,138,17,11,1,0
0,139,17,14,1,0
0,140,17,14,1,0
0,141,17,15,1,0
0,142,17,17,1,0
0,143,17,19,1,0
0,144,17,23,1,0
0,145,17,23,1,22
0,146,17,31,1,0
0,147,17,32,1,0
0,148,17,34,1,0
0,149,17,44,1,0
0,150,17,52,1,0
0,151,17,53,1,0
0,1,8,0,2,0
0,2,8,4,2,0
0,3,8,15,2,0
0,4,8,18,2,0
0,5,8,19,2,0
0,6,8,21,2,0
0,7,8,25,2,0
0,8,8,31,2,0
0,9,8,34,2,0
0,10,8,39,2,0
0,11,8,44,2,0
0,12,8,49,2,0
0,13,8,53,2,0
0,14,8,55,2,0
0,15,8,56,2,0
0,16,8,59,2,0
0,17,9,8,2,0
0,18,9,8,2,0
0,19,9,8,2,0
0,20,9,12,2,2
0,21,9,15,2,0
0,22,9,18,2,0
0,23,9,20,2,0
0,24,9,26,2,0
0,25,9,33,2,0
0,26,9,37,2,0
0,27,9,40,2,0
0,28,9,45,2,0
0,29,9,49,2,0
0,30,9,53,2,0
0,31,9,55,2,0
0,32,9,56,2,0
0,34,9,57,2,0
0,33,9,57,2,0
0,35,9,58,2,47
1,36,9,58,2,147
0,37,10,7,2,0
0,38,10,7,2,0
0,39,10,8,2,0
0,40,10,9,2,0
0,41,10,11,2,0
0,42,10,12,2,0
0,43,10,14,2,32
0,44,10,18,2,0
0,45,10,19,2,0
0,46,10,26,2,0
0,47,10,29,2,0
0,48,10,33,2,0
0,49,10,43,2,0
0,50,10,48,2,0
0,51,10,51,2,0
0,52,10,55,2,0
0,53,10,56,2,0
0,54,10,58,2,0
0,55,11,5,2,0
0,56,11,6,2,0
0,57,11,10,2,0
0,58,11,11,2,0
0,59,11,13,2,0
0,60,11,19,2,0
0,61,11,22,2,0
0,62,11,22,2,0
0,63,11,25,2,0
0,64,11,33,2,0
0,65,11,34,2,0
0,66,11,37,2,0
0,67,11,42,2,0
0,68,11,47,2,0
0,69,11,48,2,0
0,70,11,51,2,0
0,71,11,53,2,0
0,72,12,1,2,0
0,73,12,1,2,0
0,74,12,2,2,0
0,75,12,7,2,0
0,76,12,12,2,0
0,77,12,14,2,0
0,78,12,14,2,0
0,79,12,16,2,0
0,80,12,29,2,0
0,81,12,31,2,0
0,82,12,35,2,0
0,83,12,45,2,0
0,84,12,45,2,0
0,85,12,49,2,0
0,86,12,49,2,0
0,87,12,51,2,0
0,88,12,55,2,0
0,89,12,56,2,0
0,90,13,8,2,0
0,91,13,14,2,0
0,92,13,18,2,0
0,93,13,37,2,0
0,94,13,37,2,0
0,95,13,40,2,0
0,96,13,43,2,0
0,97,13,50,2,0
0,98,13,50,2,0
0,99,13,51,2,0
0,100,13,51,2,0
0,101,13,52,2,0
0,102,13,52,2,0
0,103,13,57,2,0
0,104,13,57,2,99
1,105,13,58,2,90
0,106,14,4,2,10
0,107,14,5,2,0
0,108,14,7,2,0
0,109,14,10,2,0
0,110,14,11,2,0
0,111,14,14,2,0
0,112,14,19,2,0
0,113,14,35,2,0
0,114,14,42,2,0
0,115,14,48,2,0
0,116,14,49,2,0
0,117,14,52,2,0
0,118,14,54,2,0
0,119,14,59,2,0
0,120,15,0,2,0
0,121,15,3,2,0
0,122,15,5,2,0
0,123,15,7,2,0
0,124,15,8,2,0
0,125,15,12,2,0
0,126,15,12,2,242
1,127,15,14,2,246
1,128,15,16,2,168
0,129,15,33,2,0
0,130,15,42,2,0
0,131,15,42,2,0
0,132,15,45,2,0
0,133,15,50,2,0
0,134,15,52,2,0
0,135,15,53,2,0
0,136,15,55,2,0
0,137,15,58,2,0
0,138,15,58,2,0
0,139,16,1,2,0
0,140,16,4,2,0
0,141,16,8,2,0
0,142,16,10,2,0
0,143,16,12,2,0
0,144,16,17,2,0
0,145,16,21,2,0
0,146,16,25,2,0
0,147,16,39,2,0
0,148,16,39,2,0
0,149,16,39,2,0
0,150,16,48,2,0
0,151,16,56,2,0
0,152,16,58,2,0
0,153,17,0,2,0
0,154,17,2,2,0
0,155,17,3,2,0
0,156,17,4,2,0
0,157,17,10,2,0
0,158,17,12,2,0
0,159,17,12,2,0
0,160,17,13,2,88
0,161,17,17,2,0
0,162,17,17,2,0
0,163,17,19,2,0
0,164,17,20,2,3
0,165,17,21,2,0
0,166,17,21,2,0
0,167,17,23,2,0
0,168,17,27,2,0
0,169,17,30,2,0
0,170,17,34,2,0
0,171,17,34,2,0
0,172,17,35,2,0
0,173,17,37,2,0
0,174,17,40,2,0
0,175,17,41,2,0
0,176,17,42,2,0
0,177,17,44,2,0
0,178,17,47,2,0
0,1,8,0,3,0
0,2,8,3,3,0
0,3,8,5,3,0
0,4,8,8,3,0
0,5,8,9,3,0
0,6,8,21,3,0
0,7,8,24,3,0
0,8,8,37,3,0
0,9,8,38,3,0
0,10,8,47,3,0
0,11,8,48,3,0
0,12,8,49,3,0
0,13,8,50,3,0
0,14,8,52,3,0
0,15,8,53,3,0
0,16,9,3,3,0
0,17,9,5,3,0
0,18,9,10,3,0
0,19,9,11,3,0
0,20,9,13,3,27
0,21,9,14,3,42
0,22,9,21,3,0
0,23,9,24,3,0
0,24,9,30,3,0
0,25,9,31,3,0
0,26,9,40,3,0
0,27,9,43,3,0
0,28,9,52,3,0
0,29,9,54,3,0
0,30,9,55,3,0
0,31,9,57,3,0
0,32,9,59,3,0
0,33,10,2,3,0
0,34,10,4,3,0
0,35,10,5,3,0
0,36,10,10,3,0
0,37,10,13,3,96
0,38,10,21,3,0
0,39,10,30,3,0
0,40,10,31,3,0
0,41,10,33,3,0
0,42,10,35,3,0
0,43,10,40,3,0
0,44,10,45,3,0
0,45,10,47,3,0
0,46,10,52,3,0
0,47,10,53,3,0
0,48,10,56,3,0
0,49,11,4,3,0
0,50,11,9,3,0
0,51,11,21,3,0
0,52,11,23,3,0
0,53,11,24,3,0
0,54,11,27,3,0
0,55,11,31,3,0
0,56,11,34,3,0
0,57,11,35,3,0
0,58,11,44,3,0
0,59,11,55,3,0
0,60,11,56,3,0
0,61,11,57,3,0
0,62,12,0,3,0
0,63,12,3,3,0
0,64,12,5,3,0
0,65,12,6,3,0
0,66,12,15,3,0
0,67,12,16,3,0
0,68,12,16,3,0
0,69,12,19,3,0
0,70,12,22,3,0
0,71,12,27,3,0
0,72,12,27,3,0
0,73,12,36,3,0
0,74,12,36,3,0
0,75,12,36,3,0
0,76,12,38,3,0
0,77,12,39,3,15
0,78,12,39,3,11
0,79,12,41,3,0
0,80,12,45,3,0
0,81,12,46,3,0
0,82,12,49,3,0
0,83,12,53,3,0
0,84,12,54,3,0
0,85,13,0,3,0
0,86,13,2,3,0
0,87,13,3,3,0
0,88,13,5,3,23
0,89,13,7,3,0
0,90,13,9,3,46
0,91,13,17,3,0
0,92,13,22,3,0
0,93,13,34,3,0
0,94,13,34,3,0
0,95,13,36,3,0
0,96,13,39,3,0
0,97,13,52,3,0
0,98,14,1,3,0
0,99,14,2,3,0
0,100,14,2,3,0
0,101,14,2,3,0
0,102,14,7,3,0
0,103,14,10,3,0
0,104,14,12,3,0
0,105,14,15,3,0
0,106,14,19,3,0
0,107,14,22,3,0
0,108,14,23,3,0
0,109,14,26,3,0
0,110,14,33,3,0
0,111,14,33,3,0
0,112,14,43,3,0
0,113,14,49,3,0
0,114,14,50,3,0
0,115,14,52,3,0
0,116,15,4,3,0
0,117,15,7,3,0
0,118,15,10,3,0
0,119,15,11,3,0
0,120,15,15,3,0
0,121,15,19,3,0
0,122,15,20,3,0
0,123,15,23,3,0
0,124,15,27,3,0
0,125,15,30,3,0
0,126,15,32,3,0
0,127,15,36,3,0
0,128,15,36,3,0
0,129,15,36,3,0
0,130,15,40,3,0
0,131,15,41,3,105
1,132,15,41,3,89
0,133,15,44,3,18
0,134,15,45,3,0
0,135,15,45,3,17
0,136,15,49,3,0
0,137,15,53,3,0
0,138,16,3,3,0
0,139,16,8,3,0
0,140,16,15,3,0
0,141,16,19,3,0
0,142,16,24,3,0
0,143,16,28,3,0
0,144,16,28,3,0
0,145,16,31,3,0
0,146,16,31,3,0
0,147,16,38,3,0
0,148,16,40,3,0
0,149,16,41,3,0
0,150,16,46,3,0
0,151,16,47,3,0
0,152,16,49,3,0
0,153,16,51,3,0
0,154,16,53,3,0
0,155,16,53,3,26
0,156,16,55,3,0
0,157,16,56,3,0
0,158,16,56,3,212
1,159,16,57,3,163
0,160,17,1,3,123
1,161,17,2,3,184
1,162,17,4,3,69
0,163,17,10,3,0
0,164,17,11,3,0
0,165,17,12,3,0
0,166,17,18,3,0
0,167,17,23,3,0
0,168,17,27,3,0
0,169,17,30,3,0
0,170,17,37,3,0
0,171,17,37,3,0
0,172,17,39,3,0
0,174,17,40,3,0
0,175,17,40,3,0
0,176,17,47,3,0
0,177,17,51,3,0
0,1,8,0,4,0
0,2,8,0,4,0
0,3,8,0,4,0
0,4,8,4,4,0
0,5,8,12,4,0
0,6,8,12,4,0
0,7,8,13,4,0
0,8,8,13,4,0
0,9,8,20,4,0
0,10,8,21,4,0
0,11,8,27,4,0
0,12,8,36,4,0
0,13,8,45,4,0
0,14,8,51,4,0
0,15,8,58,4,0
0,16,8,59,4,0
0,17,9,1,4,0
0,18,9,6,4,0
0,19,9,7,4,0
0,20,9,9,4,0
0,21,9,20,4,0
0,22,9,26,4,0
0,23,9,27,4,0
0,24,9,28,4,0
0,25,9,30,4,0
0,26,9,36,4,0
0,27,9,37,4,0
0,28,9,42,4,0
0,29,9,42,4,0
0,30,9,44,4,0
0,31,9,49,4,0
0,32,9,52,4,0
0,33,9,52,4,0
0,34,9,57,4,0
0,35,9,57,4,0
0,36,10,2,4,0
0,37,10,5,4,0
0,38,10,9,4,0
0,39,10,10,4,0
0,40,10,14,4,0
0,41,10,15,4,0
0,42,10,17,4,0
0,43,10,27,4,0
0,44,10,29,4,0
0,45,10,30,4,0
0,46,10,32,4,0
0,47,10,32,4,0
0,48,10,37,4,0
0,49,10,41,4,0
0,50,10,52,4,0
0,51,10,58,4,0
0,52,10,59,4,0
0,53,11,0,4,0
0,54,11,2,4,0
0,55,11,3,4,0
0,56,11,6,4,0
0,57,11,16,4,0
0,58,11,19,4,0
0,59,11,29,4,0
0,60,11,30,4,0
0,61,11,30,4,0
0,62,11,32,4,0
0,63,11,36,4,0
0,64,11,43,4,0
0,65,11,49,4,0
0,66,11,59,4,0
0,67,12,1,4,0
0,68,12,2,4,0
0,69,12,8,4,0
0,70,12,22,4,0
0,71,12,25,4,0
0,72,12,27,4,0
0,73,12,35,4,0
0,74,12,36,4,0
0,75,12,37,4,0
0,76,12,39,4,0
0,77,12,52,4,0
0,78,12,56,4,0
0,79,12,56,4,0
0,80,12,57,4,0
0,81,13,4,4,0
0,82,13,10,4,0
0,83,13,11,4,0
0,84,13,11,4,0
0,85,13,20,4,0
0,86,13,21,4,0
0,87,13,35,4,0
0,88,13,37,4,0
0,89,13,41,4,0
0,90,13,53,4,0
0,91,14,0,4,0
0,92,14,1,4,0
0,93,14,2,4,0
0,94,14,4,4,0
0,95,14,8,4,0
0,96,14,10,4,0
0,97,14,12,4,0
0,98,14,13,4,0
0,99,14,13,4,0
0,100,14,18,4,0
0,101,14,19,4,0
0,102,14,19,4,0
0,103,14,28,4,0
0,104,14,30,4,0
0,105,14,31,4,0
0,106,14,40,4,0
0,107,14,40,4,0
0,108,14,40,4,0
0,109,15,3,4,0
0,110,15,5,4,0
0,111,15,6,4,0
0,112,15,16,4,0
0,113,15,19,4,0
0,114,15,20,4,0
0,115,15,20,4,0
0,116,15,20,4,70
0,117,15,23,4,0
0,118,15,26,4,0
0,119,15,30,4,0
0,120,15,36,4,0
0,121,15,36,4,0
0,122,15,47,4,0
0,123,15,48,4,0
0,124,15,48,4,0
0,125,15,50,4,0
0,126,15,51,4,0
0,127,16,14,4,0
0,128,16,14,4,0
0,129,16,23,4,0
0,130,16,25,4,0
0,131,16,27,4,0
0,132,16,31,4,0
0,133,16,32,4,0
0,134,16,35,4,0
0,135,16,35,4,0
0,136,16,41,4,0
0,137,16,42,4,0
0,138,16,44,4,0
0,139,16,45,4,0
0,140,16,46,4,0
0,141,16,46,4,17
0,142,17,15,4,0
0,143,17,17,4,0
0,144,17,21,4,0
0,145,17,21,4,0
0,146,17,28,4,0
0,147,17,30,4,0
0,148,17,33,4,0
0,149,17,35,4,0
0,150,17,37,4,0
0,151,17,41,4,0
0,152,17,46,4,0
0,153,17,47,4,0
0,154,17,49,4,0
0,155,17,49,4,0
0,156,17,49,4,0
0,157,17,51,4,0
0,158,17,54,4,0
0,1,8,0,0,0
0,2,8,12,0,0
0,3,8,32,0,0
0,4,8,32,0,0
0,5,8,37,0,0
0,6,8,38,0,0
0,7,8,38,0,0
0,8,8,39,0,0
0,9,8,41,0,0
0,10,8,43,0,0
0,11,8,44,0,0
0,12,8,48,0,0
0,13,8,49,0,0
0,14,8,50,0,0
0,15,8,52,0,0
0,16,8,55,0,0
0,17,9,0,0,0
0,18,9,2,0,0
0,19,9,3,0,0
0,20,9,11,0,0
0,21,9,13,0,0
0,22,9,26,0,0
0,23,9,35,0,0
0,24,9,36,0,0
0,25,9,39,0,0
0,26,9,41,0,0
0,27,9,44,0,0
0,28,9,45,0,0
0,29,9,54,0,0
0,30,9,55,0,0
0,31,10,19,0,0
0,32,10,21,0,0
0,33,10,24,0,0
0,34,10,26,0,0
0,35,10,27,0,0
0,36,10,30,0,0
0,37,10,36,0,0
0,38,10,43,0,0
0,39,10,56,0,0
0,40,10,58,0,0
0,41,11,12,0,0
0,42,11,15,0,0
0,43,11,23,0,0
0,44,11,24,0,0
0,45,11,28,0,0
0,46,11,28,0,0
0,47,11,45,0,0
0,48,11,45,0,0
0,49,11,56,0,0
0,50,11,56,0,0
0,51,12,0,0,0
0,52,12,3,0,0
0,53,12,20,0,0
0,54,12,20,0,0
0,55,12,24,0,0
0,56,12,26,0,0
0,57,12,28,0,0
0,58,12,29,0,0
0,59,12,30,0,0
0,60,12,34,0,0
0,61,12,36,0,0
0,62,12,38,0,0
0,63,12,38,0,27
0,64,12,45,0,0
0,65,12,46,0,0
0,66,12,47,0,0
0,67,12,49,0,0
0,68,12,51,0,0
0,69,12,57,0,0
0,70,12,58,0,0
0,71,13,0,0,0
0,72,13,1,0,0
0,73,13,1,0,0
0,74,13,7,0,0
0,75,13,10,0,0
0,76,13,14,0,0
0,77,13,19,0,0
0,78,13,27,0,0
0,79,13,34,0,0
0,80,13,39,0,0
0,81,13,48,0,0
0,82,14,7,0,0
0,83,14,16,0,0
0,84,14,20,0,0
0,85,14,21,0,0
0,86,14,32,0,0
0,87,14,33,0,0
0,88,14,36,0,0
0,89,14,37,0,0
0,90,14,37,0,181
1,91,14,38,0,145
2,92,14,38,0,206
0,93,14,45,0,0
0,94,14,51,0,0
0,95,14,53,0,0
0,96,14,55,0,0
0,97,15,2,0,0
0,98,15,5,0,0
0,99,15,9,0,0
0,100,15,9,0,0
0,101,15,11,0,0
0,102,15,13,0,0
0,103,15,22,0,0
0,104,15,24,0,0
0,105,15,27,0,0
0,106,15,29,0,0
0,107,15,35,0,0
0,108,15,40,0,0
0,109,15,45,0,0
0,110,15,45,0,0
0,111,15,45,0,0
0,112,15,49,0,0
0,113,15,51,0,0
0,114,15,54,0,0
0,115,15,56,0,0
0,116,15,59,0,0
0,117,16,2,0,0
0,118,16,2,0,0
0,119,16,3,0,0
0,120,16,9,0,0
0,121,16,10,0,0
0,122,16,13,0,0
0,123,16,17,0,0
0,124,16,18,0,0
0,125,16,19,0,0
0,126,16,35,0,0
0,127,16,37,0,0
0,128,16,37,0,0
0,129,16,39,0,0
0,130,16,40,0,0
0,131,16,45,0,0
0,132,16,47,0,0
0,133,16,53,0,0
0,134,17,1,0,0
0,135,17,4,0,0
0,136,17,11,0,0
0,137,17,12,0,0
0,138,17,17,0,0
0,139,17,18,0,0
0,140,17,22,0,0
0,141,17,28,0,0
0,142,17,31,0,0
0,143,17,35,0,0
0,144,17,35,0,0
0,145,17,35,0,0
0,146,17,39,0,0
0,147,17,39,0,75
1,148,17,40,0,51
0,149,17,44,0,0
0,150,17,46,0,0
0,151,17,47,0,0
0,152,17,52,0,0
0,1,8,0,1,0
0,2,8,4,1,0
0,3,8,5,1,0
0,4,8,12,1,0
0,5,8,12,1,0
0,6,8,14,1,0
0,7,8,15,1,0
0,8,8,16,1,0
0,9,8,18,1,0
0,10,8,22,1,0
0,11,8,23,1,0
0,12,8,27,1,0
0,13,8,32,1,0
0,14,8,41,1,0
0,15,8,46,1,0
0,16,8,49,1,0
0,17,8,50,1,0
0,18,8,52,1,0
0,19,8,53,1,0
0,20,8,54,1,0
0,21,8,58,1,0
0,22,8,59,1,0
0,23,9,1,1,0
0,24,9,1,1,0
0,25,9,3,1,0
0,26,9,7,1,0
0,27,9,12,1,0
0,28,9,16,1,0
0,29,9,17,1,0
0,30,9,19,1,0
0,31,9,20,1,0
0,32,9,21,1,0
0,33,9,23,1,0
0,34,9,31,1,0
0,35,9,40,1,0
0,36,9,46,1,0
0,37,9,56,1,0
0,38,10,3,1,0
0,39,10,4,1,0
0,40,10,4,1,0
0,41,10,7,1,0
0,42,10,9,1,0
0,43,10,10,1,0
0,44,10,10,1,0
0,45,10,14,1,0
0,46,10,14,1,0
0,47,10,18,1,0
0,48,10,22,1,0
0,49,10,27,1,0
0,50,10,29,1,0
0,51,10,30,1,0
0,52,10,30,1,54
0,53,10,39,1,0
0,54,10,41,1,0
0,55,10,45,1,0
0,56,10,47,1,0
0,57,10,51,1,0
0,58,10,55,1,0
0,59,10,58,1,0
0,60,11,1,1,0
0,61,11,3,1,0
0,62,11,4,1,0
0,63,11,21,1,0
0,64,11,24,1,0
0,65,11,30,1,0
0,66,11,36,1,0
0,67,11,40,1,0
0,68,11,41,1,0
0,69,11,45,1,0
0,70,11,58,1,0
0,71,12,2,1,0
0,72,12,4,1,0
0,73,12,9,1,0
0,74,12,13,1,0
0,75,12,16,1,0
0,76,12,18,1,0
0,77,12,19,1,0
0,78,12,22,1,0
0,79,12,23,1,0
0,80,12,27,1,0
0,81,12,34,1,0
0,82,12,38,1,0
0,83,12,38,1,0
0,84,12,42,1,0
0,85,12,42,1,0
0,86,12,45,1,0
0,87,12,53,1,0
0,88,13,0,1,0
0,89,13,5,1,0
0,90,13,8,1,0
0,91,13,9,1,0
0,92,13,11,1,0
0,93,13,12,1,0
0,94,13,17,1,0
0,95,13,18,1,0
0,96,13,19,1,0
0,97,13,23,1,0
0,98,13,24,1,0
0,99,13,25,1,399
1,100,13,25,1,430
2,101,13,26,1,422
3,102,13,27,1,401
0,103,13,41,1,0
0,104,13,49,1,0
0,105,13,55,1,0
0,106,14,1,1,0
0,107,14,5,1,0
0,108,14,10,1,0
0,109,14,12,1,0
0,110,14,20,1,0
0,111,14,22,1,0
0,112,14,22,1,0
0,113,14,23,1,0
0,114,14,24,1,0
0,115,14,26,1,0
0,116,14,26,1,0
0,117,14,28,1,0
0,118,14,30,1,0
0,119,14,32,1,0
0,120,14,32,1,0
0,121,14,37,1,0
0,122,14,48,1,0
0,123,14,51,1,0
0,124,14,52,1,0
0,125,14,52,1,0
0,126,14,52,1,12
0,127,14,57,1,0
0,128,14,57,1,0
0,129,14,59,1,0
0,130,15,1,1,0
0,131,15,6,1,0
0,132,15,24,1,0
0,133,15,26,1,0
0,134,15,27,1,0
0,135,15,27,1,0
0,136,15,30,1,0
0,137,15,39,1,0
0,138,15,41,1,0
0,139,15,42,1,0
0,140,15,57,1,0
0,141,16,4,1,0
0,142,16,16,1,0
0,143,16,20,1,0
0,144,16,20,1,0
0,145,16,30,1,0
0,146,16,33,1,0
0,147,16,34,1,0
0,148,16,35,1,0
0,149,16,38,1,0
0,150,16,42,1,0
0,151,16,45,1,0
0,152,16,46,1,0
0,153,16,46,1,0
0,154,16,55,1,0
0,155,17,0,1,0
0,156,17,0,1,0
0,157,17,0,1,0
0,158,17,2,1,34
0,159,17,4,1,0
0,160,17,7,1,0
0,161,17,10,1,0
0,162,17,16,1,0
0,163,17,17,1,0
0,164,17,28,1,0
0,165,17,28,1,0
0,166,17,47,1,0
0,167,17,49,1,0
0,168,17,50,1,0
0,169,17,50,1,0
0,1,8,0,2,0
0,2,8,0,2,0
0,3,8,2,2,0
0,4,8,6,2,0
0,5,8,9,2,0
0,6,8,11,2,0
0,7,8,12,2,0
0,8,8,24,2,0
0,9,8,25,2,0
0,10,8,25,2,0
0,11,8,39,2,0
0,12,8,52,2,0
0,13,8,56,2,0
0,14,8,59,2,0
0,15,9,2,2,0
0,16,9,3,2,0
0,17,9,6,2,0
0,18,9,7,2,0
0,19,9,7,2,19
0,20,9,9,2,0
0,21,9,19,2,0
0,22,9,29,2,0
0,23,9,37,2,0
0,24,9,37,2,0
0,25,9,39,2,0
0,26,9,47,2,0
0,27,9,49,2,0
0,28,9,56,2,0
0,29,10,2,2,0
0,30,10,12,2,0
0,31,10,12,2,0
0,32,10,15,2,0
0,33,10,20,2,0
0,34,10,21,2,0
0,35,10,26,2,0
0,36,10,26,2,0
0,37,10,28,2,0
0,38,10,32,2,0
0,39,10,32,2,0
0,40,10,33,2,0
0,41,10,34,2,0
0,42,10,36,2,0
0,43,10,37,2,0
0,44,10,43,2,0
0,45,10,48,2,0
0,46,10,50,2,0
0,47,10,53,2,0
0,48,10,55,2,0
0,49,10,55,2,0
0,50,10,58,2,30
0,51,11,1,2,65
0,52,11,2,2,0
0,53,11,2,2,29
0,54,11,3,2,145
0,55,11,9,2,0
0,56,11,14,2,0
0,57,11,16,2,0
0,58,11,19,2,0
0,59,11,24,2,0
0,60,11,25,2,0
0,61,11,31,2,0
0,62,11,35,2,0
0,63,11,40,2,0
0,64,11,42,2,0
0,65,11,54,2,0
0,66,11,57,2,0
0,67,11,58,2,0
0,68,12,1,2,0
0,69,12,6,2,0
0,70,12,7,2,0
0,71,12,11,2,0
0,72,12,14,2,0
0,73,12,21,2,0
0,74,12,22,2,0
0,75,12,38,2,0
0,76,12,38,2,0
0,77,12,38,2,0
0,78,12,43,2,0
0,79,12,44,2,0
0,80,12,47,2,0
0,81,12,58,2,0
0,82,12,59,2,0
0,83,13,2,2,0
0,84,13,9,2,0
0,85,13,11,2,0
0,86,13,12,2,0
0,87,13,15,2,0
0,88,13,24,2,0
0,89,13,41,2,0
0,90,13,43,2,0
0,91,13,48,2,0
0,92,13,48,2,0
0,93,13,49,2,0
