queue_ahead,daily_caller,hour,minute,day_of_week,recent_arrivals,recent_services,avg_service_time,time_since_previous_call
0,80,11,21,4,4,4,351.6,122.0
0,28,9,15,3,3,3,331.2,444.0
3,57,10,32,1,7,4,308.9,5.0
0,95,13,6,3,2,2,287.7,151.0
0,60,10,22,4,8,8,304.8,99.0
0,148,16,26,0,2,2,356.85,90.0
0,194,17,22,3,4,4,281.95,23.0
0,52,9,24,1,6,6,361.15,33.0
0,44,9,38,1,3,3,322.0,328.0
0,107,12,3,1,4,4,400.85,191.0
0,4,8,5,3,3,3,280.55,142.0
0,2,8,0,0,1,1,429.25,58.0
0,186,15,55,4,1,1,275.0,433.0
0,108,12,32,2,4,4,257.95,149.0
1,235,16,14,3,8,7,387.35,183.0
0,184,15,53,3,6,6,342.65,94.0
1,138,12,52,4,3,4,360.4,327.0
0,227,17,24,0,4,4,165.05,215.0
0,91,12,28,4,4,4,262.95,64.0
0,152,14,32,4,7,7,437.75,166.0
0,79,12,22,1,1,1,324.15,536.0
0,8,8,17,2,4,4,255.15,142.0
0,125,16,21,2,2,2,386.6,107.0
0,15,8,35,2,4,4,224.3,24.0
0,89,12,8,1,4,4,342.7,259.0
0,243,16,34,1,7,7,220.85,110.0
0,104,14,52,1,4,5,478.4,69.0
0,115,15,23,2,3,3,212.85,339.0
0,107,14,44,3,5,5,276.6,13.0
0,76,11,18,3,5,5,262.4,108.0
0,155,16,53,3,0,0,298.5,813.0
0,216,15,6,4,4,7,280.2,60.0
0,108,14,44,3,1,1,260.8,550.0
0,79,11,51,3,3,3,315.3,80.0
0,17,8,25,2,5,5,261.8,17.0
0,130,15,9,1,5,5,354.4,141.0
0,12,8,43,1,2,2,180.3,240.0
0,76,12,56,1,3,3,258.3,98.0
0,93,12,2,3,1,1,174.85,387.0
0,115,15,27,1,4,4,374.1,119.0
0,191,15,10,3,2,2,268.4,73.0
0,19,8,49,3,3,3,303.0,84.0
0,49,9,25,1,5,5,315.35,270.0
0,121,13,54,2,2,2,342.7,157.0
0,93,15,2,1,3,3,255.1,36.0
0,17,8,40,1,4,4,286.95,153.0
0,21,9,16,2,3,3,336.55,116.0
0,3,8,6,1,2,2,282.0,288.0
0,167,13,45,3,2,2,251.45,490.0
0,48,11,28,4,3,3,246.8,222.0
0,69,12,50,2,1,1,346.6,10.0
0,5,8,21,4,1,1,201.2,131.0
0,80,12,25,0,1,1,431.8,49.0
0,164,16,24,1,5,5,215.95,10.0
0,160,15,24,3,2,2,285.2,197.0
0,83,12,53,3,3,3,354.8,227.0
0,105,12,19,2,4,4,284.75,10.0
0,8,8,28,4,4,4,246.35,3.0
0,2,8,3,3,1,1,286.4,224.0
0,47,9,50,1,2,2,349.65,50.0
0,31,9,20,1,6,7,357.5,64.0
0,186,14,34,1,1,5,280.45,118.0
0,85,11,7,4,6,6,215.3,63.0
0,161,17,54,0,5,5,298.1,48.0
1,148,14,58,0,8,7,362.3,17.0
0,51,9,51,4,6,6,383.1,103.0
0,43,10,16,4,5,5,278.6,294.0
0,77,12,15,1,1,1,239.1,187.0
0,114,13,36,1,6,6,232.6,85.0
0,64,10,49,1,3,3,352.8,203.0
0,133,16,58,3,5,5,216.7,14.0
0,173,15,28,4,4,4,259.15,146.0
0,56,10,16,4,6,6,351.15,41.0
0,136,15,29,0,1,1,301.65,182.0
1,46,9,47,3,7,6,317.0,27.0
0,123,15,34,1,1,1,354.1,577.0
0,175,16,56,1,1,1,300.8,469.0
0,107,13,11,3,4,4,402.0,207.0
0,151,14,7,0,1,1,291.95,595.0
0,85,12,25,0,6,6,333.6,18.0
0,24,9,17,4,3,3,342.25,204.0
0,100,12,56,4,2,2,290.7,7.0
0,102,13,7,3,5,5,374.9,126.0
0,105,15,27,4,3,3,455.75,2.0
0,113,14,55,4,6,6,415.85,53.0
0,182,15,20,4,6,6,290.65,92.0
0,227,15,59,2,4,5,227.55,84.0
0,60,11,54,2,4,4,237.1,14.0
0,145,14,32,1,4,4,161.6,51.0
0,8,8,28,3,4,4,349.15,119.0
0,14,9,4,0,1,1,265.95,289.0
0,81,11,51,3,3,3,393.4,48.0
0,178,14,46,2,0,0,185.1,629.0
0,48,11,10,2,2,2,322.15,5.0
0,121,15,11,2,4,4,284.8,280.0
0,11,8,15,1,6,6,246.65,132.0
0,26,8,48,2,6,6,389.35,37.0
0,142,16,41,0,3,3,262.1,30.0
0,157,16,42,0,2,2,257.9,169.0
2,212,16,19,1,6,4,376.15,9.0
0,154,15,36,0,2,2,202.3,101.0
0,150,15,0,1,2,2,285.5,297.0
0,8,8,17,2,4,4,216.55,83.0
0,131,14,58,4,6,6,257.8,163.0
0,75,11,24,0,1,1,250.5,356.0
0,81,12,9,3,4,4,377.6,8.0
0,154,14,19,1,7,7,228.35,60.0
0,87,11,5,1,1,1,295.75,480.0
0,228,15,33,1,5,5,233.3,94.0
0,229,17,31,2,5,5,184.5,118.0
0,187,15,49,0,3,3,342.1,50.0
0,116,13,56,2,1,1,285.65,546.0
0,244,17,36,4,2,2,187.05,326.0
0,161,17,56,1,2,2,249.25,188.0
0,71,12,4,0,7,7,316.75,53.0
0,18,8,38,0,5,5,261.0,79.0
0,16,8,55,0,3,3,258.25,229.0
0,45,10,24,0,5,5,357.85,167.0
0,6,8,30,2,1,1,278.5,506.0
0,127,15,51,1,2,2,269.8,138.0
0,77,11,9,3,4,4,182.2,187.0
0,111,14,52,0,5,5,317.35,210.0
0,69,11,15,1,4,4,344.4,74.0
0,124,14,0,0,3,3,371.55,373.0
0,85,12,43,0,8,8,326.5,20.0
0,18,9,11,2,2,2,397.95,236.0
0,35,9,47,4,4,4,435.8,206.0
0,127,14,11,3,3,3,271.65,276.0
0,169,14,32,3,5,5,274.6,400.0
0,194,17,2,1,2,2,276.95,21.0
0,41,9,34,4,6,6,309.55,161.0
0,38,9,56,2,3,3,248.1,442.0
0,98,12,58,2,4,5,419.1,70.0
0,8,8,11,0,6,6,299.0,14.0
0,87,12,58,0,2,2,197.1,293.0
0,101,11,47,2,4,4,302.5,105.0
0,242,17,29,4,2,2,268.0,495.0
0,127,16,50,0,2,2,428.0,135.0
0,128,14,28,4,10,10,218.8,67.0
0,93,13,18,4,5,5,224.2,181.0
0,85,12,26,3,3,3,203.6,219.0
0,19,9,23,2,6,6,272.25,99.0
0,108,12,34,3,5,5,202.15,11.0
0,18,8,44,4,5,5,244.65,172.0
0,24,9,3,4,0,0,298.35,746.0
0,257,17,14,0,3,3,344.05,174.0
0,91,11,52,0,5,5,310.4,48.0
0,181,14,1,1,3,3,273.55,56.0
0,10,8,25,1,4,4,232.7,112.0
0,121,16,23,0,2,2,401.85,383.0
0,113,12,4,4,4,4,297.4,12.0
0,111,14,14,2,4,4,368.3,177.0
0,187,15,55,0,4,4,407.25,42.0
0,239,17,27,0,2,2,185.65,6.0
0,186,17,2,3,3,3,430.85,298.0
0,128,15,6,2,3,3,170.6,86.0
0,3,8,4,3,2,2,322.4,147.0
0,103,14,8,1,1,1,256.1,69.0
0,210,17,17,4,3,3,305.9,532.0
0,144,17,32,3,2,2,271.25,125.0
0,59,11,58,0,3,3,338.35,99.0
0,124,15,55,3,1,1,314.75,290.0
0,109,11,14,1,3,3,206.85,93.0
0,63,10,26,1,5,5,296.1,48.0
0,16,8,26,1,3,3,340.6,177.0
0,38,9,44,4,1,1,263.75,51.0
0,151,13,46,0,6,6,363.7,48.0
0,39,10,46,3,5,5,327.6,233.0
0,103,12,11,0,8,8,357.95,1.0
0,153,16,33,1,3,3,386.35,194.0
0,66,12,7,4,0,0,337.05,673.0
0,34,10,32,1,1,1,219.75,451.0
0,131,11,54,1,6,6,292.85,5.0
0,96,13,52,1,0,0,205.85,711.0
0,98,12,20,4,4,4,277.5,57.0
0,14,9,11,2,4,4,284.35,263.0
0,145,13,57,0,1,1,244.1,426.0
0,92,13,44,0,4,4,220.55,87.0
0,106,14,25,3,5,5,294.85,99.0
0,25,9,36,4,2,2,291.25,46.0
0,120,14,12,4,4,4,216.25,65.0
0,93,13,44,3,6,6,353.7,28.0
0,7,8,32,0,2,2,260.0,259.0
0,72,11,1,4,6,6,248.15,7.0
0,4,8,10,4,1,1,253.15,471.0
0,85,13,29,4,2,2,180.4,61.0
2,174,14,7,4,6,8,306.4,192.0
0,54,10,45,2,8,8,230.25,65.0
0,235,17,9,1,4,4,243.4,175.0
0,121,12,21,4,5,5,322.55,168.0
0,58,10,27,3,0,0,309.95,605.0
0,2,8,0,3,1,1,308.35,44.0
0,121,14,21,4,5,5,205.4,15.0
0,137,15,4,0,5,5,375.5,219.0
0,70,12,39,0,1,1,265.85,385.0
0,178,15,0,3,4,4,323.2,112.0
2,228,16,14,3,5,3,340.9,9.0
0,234,17,30,1,3,3,385.15,70.0
0,5,8,28,2,1,1,346.45,373.0
0,186,15,59,4,3,7,339.8,128.0
0,90,11,27,0,3,3,370.95,501.0
0,74,10,54,3,7,7,266.75,106.0
0,62,11,33,1,2,2,237.6,3.0
4,24,8,35,4,11,7,316.85,13.0
3,108,11,50,0,7,4,411.7,86.0
0,10,8,22,4,2,2,289.0,143.0
0,91,13,34,0,2,2,311.1,395.0
0,50,10,0,3,3,3,345.2,89.0
0,92,11,33,3,2,6,486.85,275.0
0,200,16,13,3,3,3,188.9,302.0
0,3,8,0,2,2,2,321.35,21.0
0,45,10,14,2,3,3,361.45,65.0
2,52,9,53,2,7,5,236.4,104.0
0,236,16,53,2,3,3,350.15,15.0
0,170,14,56,3,2,2,402.3,108.0
0,46,11,25,3,2,2,250.05,122.0
0,213,16,9,1,6,6,247.6,140.0
0,74,12,8,4,7,7,321.0,62.0
0,20,9,2,4,4,4,447.0,28.0
0,67,11,2,0,3,3,273.5,265.0
0,110,14,10,4,3,3,194.8,119.0
0,216,16,14,0,7,7,258.05,11.0
0,43,9,14,1,7,7,302.1,60.0
2,43,10,0,4,7,5,328.55,68.0
0,84,11,13,1,9,9,395.75,8.0
0,134,15,48,3,1,1,226.25,237.0
0,87,13,51,1,4,4,345.1,54.0
0,162,15,51,3,2,2,212.5,357.0
0,106,14,36,0,3,3,246.9,45.0
0,68,12,28,0,2,2,251.65,126.0
0,101,13,17,1,7,8,325.0,24.0
0,227,15,48,4,2,2,224.6,239.0
0,183,17,19,3,2,2,142.45,131.0
0,12,8,52,2,0,0,387.3,802.0
0,17,8,42,0,3,3,357.25,27.0
0,104,12,10,4,6,6,297.5,132.0
0,122,15,51,2,1,1,363.9,173.0
0,91,13,14,4,5,5,331.3,84.0
0,91,13,2,4,5,5,205.65,49.0
0,237,17,30,4,3,3,283.0,99.0
0,32,9,21,2,1,1,333.6,530.0
0,147,16,42,3,2,2,296.75,10.0
0,31,9,56,4,3,3,245.0,252.0
0,61,11,50,4,3,3,330.4,71.0
7,148,14,19,0,7,3,287.9,16.0
0,37,10,19,4,2,2,334.55,151.0
0,23,9,13,0,2,2,320.5,176.0
0,57,12,22,0,6,6,181.55,172.0
0,33,9,56,2,6,6,372.9,16.0
0,35,10,34,0,2,2,272.0,263.0
0,76,12,22,3,3,3,302.8,108.0
0,111,12,29,1,3,5,280.15,309.0
0,151,14,0,3,8,8,241.5,153.0
0,96,12,43,2,2,2,366.9,477.0
0,11,8,24,4,3,3,359.85,187.0
0,101,11,44,1,3,3,320.9,106.0
0,137,13,54,3,1,1,347.25,268.0
0,199,15,51,0,3,3,261.65,24.0
1,225,16,52,1,8,7,315.6,51.0
0,114,12,4,2,5,5,330.25,42.0
0,176,14,35,2,3,3,221.05,6.0
0,32,9,30,2,1,1,295.1,320.0
6,133,12,22,2,10,4,457.05,29.0
0,257,17,46,0,2,2,308.6,309.0
0,37,10,22,2,5,5,362.45,7.0
0,38,10,19,0,4,4,347.65,15.0
0,26,8,49,2,5,7,339.55,12.0
0,150,13,57,0,3,3,286.7,115.0
0,146,17,19,0,3,3,320.4,16.0
0,116,14,25,4,3,3,234.8,73.0
1,40,9,50,3,3,2,625.95,209.0
0,59,12,7,2,1,1,365.75,215.0
0,61,11,4,4,4,4,225.0,181.0
0,168,14,16,4,3,3,322.6,115.0
0,68,12,54,3,1,1,228.7,148.0
0,44,9,42,3,6,6,289.0,20.0
0,53,11,6,0,1,1,316.9,376.0
0,176,17,33,1,2,2,213.15,339.0
0,123,12,19,0,6,6,247.95,37.0
0,6,8,5,4,5,5,229.0,88.0
0,199,15,22,4,5,5,356.45,34.0
0,33,9,26,0,2,2,297.8,12.0
0,177,15,20,1,1,1,229.2,589.0
0,214,16,46,2,4,4,287.15,40.0
0,89,14,9,4,1,1,385.7,528.0
0,167,16,55,1,5,6,330.85,133.0
0,119,12,35,1,6,6,413.2,42.0
0,25,9,8,4,3,3,281.3,76.0
0,14,8,40,1,3,3,298.0,26.0
0,19,8,39,4,2,2,392.05,224.0
0,209,14,59,0,6,6,369.65,197.0
0,49,10,19,4,3,3,360.9,278.0
0,120,12,2,1,2,2,222.65,173.0
0,132,14,30,1,4,4,256.7,127.0
0,63,11,49,1,2,2,279.95,245.0
0,198,16,22,3,6,6,265.65,397.0
0,120,12,52,4,4,4,320.5,218.0
1,92,11,27,2,8,7,225.6,43.0
0,35,9,31,1,6,6,305.5,110.0
0,30,9,55,3,2,2,447.85,63.0
0,13,8,29,0,3,3,309.45,200.0
0,22,8,36,1,2,4,392.9,110.0
0,228,16,25,4,5,5,311.1,28.0
0,127,15,19,2,4,4,239.4,137.0
0,150,16,29,4,5,5,304.95,29.0
0,53,10,37,3,2,2,386.55,469.0
0,158,13,29,1,4,4,270.4,236.0
0,4,8,6,2,3,3,265.45,87.0
0,110,14,0,4,0,0,258.6,1326.0
0,9,8,20,0,6,6,278.3,131.0
0,27,9,14,2,2,2,283.35,416.0
0,99,13,53,1,4,4,301.1,114.0
0,75,11,41,0,0,0,253.45,693.0
0,35,9,32,2,7,7,220.85,84.0
0,114,12,40,4,5,5,348.7,72.0
0,129,14,45,0,3,3,330.2,138.0
0,126,15,28,0,1,1,274.3,41.0
1,211,15,38,1,7,6,428.55,24.0
0,36,9,20,1,3,3,199.3,75.0
0,110,12,38,2,3,3,277.8,228.0
0,55,11,13,2,4,4,303.6,242.0
0,220,17,4,2,0,0,344.45,678.0
0,123,12,49,0,3,3,234.55,245.0
0,123,16,25,3,1,1,223.85,577.0
0,125,16,5,3,2,2,438.35,532.0
0,225,15,50,4,4,4,359.55,4.0
0,111,14,6,2,4,4,392.45,38.0
0,7,8,24,1,3,3,295.0,454.0
0,1,8,0,0,0,0,274.1,223545.0
0,147,15,56,4,2,2,362.1,153.0
0,86,13,52,4,2,2,422.8,249.0
0,85,13,34,4,4,4,344.65,337.0
0,137,14,33,4,3,4,336.7,155.0
0,219,17,49,0,1,1,388.6,569.0
0,168,14,22,3,5,5,224.35,55.0
0,110,13,6,2,6,6,307.4,221.0
0,48,9,24,3,5,5,209.1,131.0
0,120,15,36,4,1,1,306.4,345.0
0,102,12,2,1,8,8,175.9,105.0
0,81,12,23,0,4,4,242.3,208.0
0,118,14,19,4,2,2,202.4,103.0
2,171,13,52,0,8,6,362.2,205.0
0,76,11,3,4,5,5,300.2,187.0
0,92,14,7,0,3,3,313.5,41.0
0,156,13,43,2,7,7,269.2,57.0
0,151,16,8,2,4,4,316.85,14.0
1,43,10,45,1,5,4,400.0,9.0
0,43,10,18,4,0,0,260.35,960.0
0,29,9,11,1,5,5,264.75,91.0
0,11,8,28,2,2,2,322.85,469.0
0,4,8,9,2,3,3,238.85,114.0
0,41,9,12,3,5,6,258.35,13.0
0,136,13,27,1,2,2,251.8,268.0
0,65,11,2,0,4,4,234.5,3.0
0,22,9,11,4,7,7,417.55,106.0
0,161,14,59,2,5,5,254.15,87.0
0,131,13,4,0,4,4,238.1,79.0
0,160,14,6,4,2,2,274.05,11.0
0,49,10,20,2,5,5,370.3,199.0
0,10,8,16,4,3,3,233.85,43.0
0,155,14,38,2,3,3,420.55,183.0
2,101,10,59,0,7,5,380.8,34.0
0,52,11,33,3,2,2,340.5,71.0
0,114,15,29,1,2,2,426.35,500.0
0,23,9,33,3,2,2,390.9,213.0
0,210,16,51,2,7,9,367.05,34.0
0,27,9,8,1,3,3,209.7,126.0
0,120,15,15,3,3,3,344.55,233.0
0,61,11,23,0,2,2,181.75,60.0
0,6,8,13,1,2,2,352.4,467.0
0,63,10,40,2,2,3,378.45,54.0
0,63,10,26,4,2,2,222.05,18.0
0,65,12,7,2,3,3,389.7,91.0
0,14,8,23,2,4,4,258.7,206.0
0,94,11,11,2,3,4,368.55,92.0
0,95,14,11,2,3,3,331.25,72.0
0,82,12,46,0,4,4,249.75,136.0
0,116,12,22,1,4,4,323.8,18.0
0,73,13,23,1,3,3,269.15,38.0
0,62,11,57,0,0,0,261.75,607.0
0,220,17,3,3,2,2,243.6,203.0
0,26,9,39,1,1,1,399.35,122.0
0,105,14,24,1,2,2,339.8,162.0
0,101,14,5,3,4,4,322.75,387.0
1,54,9,42,0,5,5,445.15,3.0
0,126,13,28,4,1,1,242.2,121.0
2,140,13,56,0,6,4,361.25,18.0
0,105,13,41,4,7,7,252.9,130.0
0,29,9,49,3,2,2,419.85,93.0
0,11,8,26,2,5,5,351.15,199.0
0,48,10,8,2,1,1,220.7,91.0
0,118,14,18,0,5,5,356.55,41.0
0,161,15,2,0,5,5,405.15,27.0
0,115,14,5,3,3,3,409.55,111.0
0,197,15,5,2,5,5,167.3,191.0
0,41,10,55,1,3,3,285.75,170.0
0,96,12,41,3,2,2,247.9,19.0
0,55,10,54,1,2,2,342.95,64.0
0,37,9,52,3,6,6,292.5,24.0
0,5,8,4,4,4,4,254.25,27.0
0,194,17,17,1,4,4,231.1,46.0
0,76,13,2,2,2,2,277.5,374.0
0,12,8,26,1,3,3,272.4,32.0
0,14,8,34,4,3,3,250.55,68.0
1,167,14,34,4,11,10,295.35,65.0
0,198,16,15,0,3,3,359.15,261.0
0,186,16,59,3,6,6,219.2,103.0
0,83,11,32,4,3,3,451.5,232.0
0,32,10,15,1,2,2,165.4,48.0
0,149,15,42,4,3,3,300.1,233.0
0,41,10,40,0,0,0,209.05,1900.0
0,108,15,40,3,3,3,262.8,26.0
0,22,8,47,0,6,6,314.5,98.0
0,54,10,10,1,2,2,316.8,250.0
1,100,11,42,3,7,6,313.7,59.0
0,130,13,54,1,4,5,448.9,124.0
0,89,14,32,2,0,0,249.1,1023.0
0,34,9,51,4,1,1,350.25,307.0
2,109,12,34,2,10,8,242.5,100.0
0,64,11,29,3,3,3,398.65,138.0
0,149,13,36,1,4,5,399.35,53.0
0,92,12,54,0,2,2,312.7,176.0
0,95,14,53,4,2,2,279.65,20.0
0,186,15,33,3,6,6,353.1,71.0
0,84,12,59,4,3,3,250.25,230.0
0,95,13,25,3,0,0,257.7,946.0
0,189,16,41,4,3,3,334.05,203.0
0,97,13,30,2,3,3,186.6,100.0
0,119,13,40,0,1,1,385.95,555.0
0,115,15,6,4,3,3,339.3,274.0
0,24,9,1,3,2,2,301.0,239.0
0,99,13,51,2,3,3,304.4,40.0
0,46,10,12,3,2,2,261.7,1.0
0,176,16,44,3,3,3,210.25,117.0
0,112,14,57,0,4,4,329.3,300.0
0,206,16,54,2,3,3,257.95,161.0
0,3,8,3,2,2,2,320.0,183.0
0,88,11,41,2,4,4,230.15,15.0
0,31,9,56,3,1,1,323.2,138.0
0,120,15,15,4,3,3,312.55,47.0
0,156,14,25,2,6,6,266.2,205.0
0,138,13,21,0,4,4,305.55,63.0
0,48,10,1,0,4,4,407.1,402.0
0,76,12,41,1,3,3,340.75,394.0
1,222,16,29,0,8,7,270.05,2.0
0,89,11,16,0,7,7,270.1,186.0
0,45,10,48,2,1,1,339.3,312.0
0,88,12,24,3,2,2,274.25,300.0
0,147,14,58,4,3,3,221.1,427.0
0,76,11,31,1,3,3,305.55,16.0
0,41,10,50,3,1,1,297.1,17.0
0,54,10,42,2,0,0,255.95,792.0
0,18,8,59,1,1,1,289.8,497.0
0,157,15,27,1,2,3,411.0,240.0
0,233,16,50,4,6,8,244.75,45.0
0,123,14,5,1,4,4,254.65,258.0
0,86,13,24,1,1,1,302.85,232.0
0,138,15,29,3,4,4,273.5,149.0
0,197,14,50,4,3,3,189.35,55.0
0,15,8,22,3,10,10,195.5,45.0
0,79,13,1,1,2,2,301.9,408.0
0,121,13,19,4,1,1,394.6,322.0
0,9,8,55,2,1,1,259.55,157.0
0,172,16,52,1,2,2,328.15,260.0
0,18,9,10,1,3,3,219.2,169.0
0,13,8,15,4,7,7,324.85,1.0
0,55,10,19,4,4,5,368.45,42.0
1,36,9,58,2,7,6,282.5,5.0
0,8,8,12,2,6,6,225.5,13.0
0,79,13,10,1,2,2,230.75,121.0
0,161,16,42,2,2,2,294.6,66.0
0,170,16,21,3,6,6,293.8,18.0
0,49,9,55,3,8,8,296.5,17.0
0,99,11,59,1,6,6,209.55,25.0
0,45,11,45,1,1,1,370.65,535.0
0,181,15,27,2,4,4,305.25,145.0
0,186,15,15,3,2,3,349.3,461.0
0,207,17,25,3,4,4,391.9,57.0
0,57,10,32,3,1,1,328.45,342.0
0,13,8,48,1,1,1,219.15,158.0
0,43,9,53,2,0,0,149.15,844.0
0,116,13,38,3,3,3,253.35,457.0
0,20,9,23,2,3,3,357.55,54.0
0,71,12,27,1,2,2,317.8,7.0
0,55,10,45,1,2,2,389.85,234.0
0,124,14,19,2,3,3,320.45,140.0
0,39,9,19,4,2,2,185.45,375.0
0,131,14,41,2,3,3,422.7,41.0
0,8,8,26,2,1,1,268.9,351.0
0,19,8,49,1,4,4,193.8,243.0
0,94,11,52,1,5,5,241.75,203.0
0,212,16,16,3,5,5,183.2,161.0
0,18,9,8,0,2,2,250.45,333.0
0,175,16,12,3,0,0,247.9,907.0
0,246,17,37,3,4,4,351.05,106.0
0,101,13,8,0,4,4,293.7,148.0
0,168,16,35,3,3,3,434.7,315.0
0,254,17,31,0,4,4,303.9,153.0
0,121,15,57,2,2,2,257.2,25.0
0,70,12,8,3,3,3,264.9,88.0
0,81,11,11,4,3,5,412.85,16.0
0,35,10,11,2,0,0,364.75,677.0
3,22,8,46,4,8,5,336.05,53.0
0,7,8,7,1,6,6,227.1,86.0
0,26,9,5,4,4,6,315.35,26.0
0,139,13,32,2,3,3,215.6,21.0
0,147,13,26,2,3,7,324.85,316.0
0,128,15,26,4,3,3,335.85,202.0
0,119,15,37,3,3,3,365.4,232.0
0,100,14,51,1,3,3,255.8,122.0
0,107,15,3,0,2,2,262.55,464.0
0,55,11,18,3,3,3,321.8,39.0
0,113,15,2,4,4,4,241.05,150.0
0,199,16,0,4,5,5,303.4,160.0
0,8,8,18,1,4,4,297.7,234.0
0,151,14,30,4,4,4,367.85,46.0
1,57,10,0,4,6,5,341.85,48.0
0,151,16,56,2,1,1,263.2,490.0
6,166,13,53,4,7,4,324.85,19.0
0,155,15,22,1,4,4,309.95,68.0
0,88,12,44,3,5,5,249.45,128.0
0,203,16,6,0,4,4,245.35,237.0
0,16,8,55,4,1,1,349.15,335.0
0,205,16,28,4,2,2,424.0,449.0
0,91,14,23,3,1,1,243.2,380.0
0,7,8,18,1,2,2,308.45,176.0
0,33,9,1,0,5,5,295.85,3.0
0,33,9,32,1,3,3,298.85,161.0
0,127,13,10,3,7,7,247.75,16.0
0,47,9,52,3,6,6,367.05,168.0
0,3,8,2,4,2,2,281.55,140.0
0,151,13,24,2,2,2,278.65,233.0
0,163,16,9,3,4,4,267.95,32.0
0,156,15,32,3,3,3,317.2,140.0
0,18,8,46,4,3,3,252.0,125.0
0,148,14,11,2,6,6,267.9,33.0
0,107,13,53,4,1,1,243.5,463.0
0,11,9,24,0,1,1,234.0,112.0
0,196,16,39,0,0,0,342.55,784.0
0,23,9,25,4,3,3,207.75,95.0
1,203,15,18,2,7,6,407.1,200.0
0,142,16,38,4,1,1,344.85,248.0
0,85,12,18,0,1,1,292.5,317.0
0,97,11,38,1,3,3,303.1,148.0
1,211,16,19,1,5,4,358.65,262.0
2,202,16,35,2,6,4,317.2,158.0
0,22,8,35,0,5,6,434.65,117.0
0,11,8,32,4,3,3,253.35,49.0
0,121,16,43,0,0,0,275.1,1772.0
0,114,14,21,4,3,3,225.7,144.0
0,51,10,3,4,7,7,325.55,102.0
0,140,14,1,1,2,2,292.5,103.0
0,17,8,26,4,4,4,197.25,83.0
0,141,17,45,1,2,2,514.2,137.0
0,29,9,39,0,0,0,295.75,1043.0
0,192,16,19,4,2,3,231.9,123.0
0,50,9,46,4,2,2,191.25,227.0
0,193,14,27,1,5,5,278.3,36.0
0,109,12,22,1,7,7,322.8,143.0
0,133,13,36,4,4,4,209.15,237.0
0,69,11,2,4,3,3,249.65,93.0
0,23,9,11,3,2,2,528.6,516.0
0,80,13,39,3,1,1,250.95,522.0
0,121,14,47,4,1,1,364.15,534.0
0,115,14,23,2,2,2,240.15,34.0
0,216,15,58,4,2,3,250.6,293.0
0,111,12,48,2,4,4,273.4,415.0
0,81,12,52,3,6,6,154.4,79.0
0,33,9,1,4,2,2,385.15,212.0
0,47,10,41,4,3,3,362.5,57.0
0,215,17,18,1,4,4,209.9,176.0
0,95,13,26,1,2,2,358.95,363.0
0,46,9,49,0,3,3,286.1,301.0
0,217,16,32,1,4,4,228.6,208.0
0,188,17,48,4,2,2,340.75,121.0
0,14,8,57,3,3,3,306.3,254.0
0,72,11,7,4,3,3,207.25,368.0
0,27,8,56,0,3,3,206.5,7.0
0,206,16,19,0,2,2,226.3,9.0
0,109,13,22,0,2,2,317.95,152.0
0,24,9,30,3,3,3,299.8,96.0
0,52,10,45,3,2,2,281.6,420.0
0,68,11,28,2,4,4,217.35,6.0
0,39,9,37,0,4,4,299.1,32.0
0,96,12,41,4,4,4,272.8,52.0
0,234,17,52,3,5,5,254.3,255.0
0,41,9,14,2,5,7,259.2,190.0
0,171,16,6,2,1,1,499.6,362.0
0,110,14,16,3,3,3,229.1,69.0
0,144,15,52,1,5,7,410.3,42.0
0,50,11,8,1,3,3,306.4,68.0
0,224,17,10,2,4,4,327.1,148.0
0,84,13,34,2,2,2,303.55,240.0
0,131,16,30,3,2,2,444.0,61.0
0,174,16,56,1,3,3,338.9,261.0
0,99,13,1,3,3,3,292.15,40.0
0,88,14,1,4,0,0,347.55,1437.0
0,87,13,25,0,5,5,255.85,53.0
0,46,9,22,1,4,4,307.35,467.0
0,81,12,52,4,4,4,244.5,243.0
1,143,16,18,2,6,5,371.4,46.0
0,129,17,40,2,5,5,326.4,91.0
0,36,10,37,1,2,2,286.65,79.0
0,103,12,16,0,3,4,329.0,76.0
0,117,12,18,4,3,3,189.2,37.0
0,91,13,14,2,1,1,236.2,345.0
0,82,11,6,4,4,5,299.45,33.0
0,236,17,36,3,5,6,224.95,29.0
0,38,11,2,2,0,0,375.8,1086.0
0,208,16,41,1,2,2,193.5,503.0
0,157,14,46,1,7,9,354.6,7.0
0,106,12,8,1,6,7,453.75,196.0
0,156,14,43,2,3,3,417.85,280.0
0,37,10,25,2,5,5,306.65,30.0
0,84,12,49,3,3,3,164.15,98.0
0,105,13,38,4,7,7,234.2,112.0
0,119,14,33,1,4,4,338.25,248.0
0,83,13,38,0,4,4,248.5,6.0
0,38,9,46,0,1,1,266.85,595.0
0,118,14,54,2,3,3,333.2,95.0
0,84,12,56,4,3,3,342.25,40.0
0,111,13,31,4,2,2,243.2,82.0
0,89,11,34,3,5,5,222.2,307.0
0,114,13,7,4,3,3,322.4,88.0
0,245,17,1,1,9,9,178.3,39.0
0,169,16,20,3,4,4,264.65,126.0
0,119,12,36,2,6,6,262.25,8.0
0,31,9,41,3,4,4,431.0,78.0
0,136,14,57,3,2,2,305.15,274.0
0,81,12,37,0,5,5,412.55,54.0
0,193,14,39,4,5,5,164.65,68.0
0,21,8,47,1,7,7,268.7,6.0
0,49,11,56,0,0,0,326.4,603.0
